ppi_item,curr_month,curr_year,lower,mid,upper,pred_year
Wholesale beef,11,2011.0,12.9,14.5,16.2,2011
Wholesale beef,12,2011.0,14.2,14.8,15.6,2011
Wholesale pork,7,2010.0,-19.2,1.7,27.7,2011
Wholesale pork,8,2010.0,-18.5,2.1,28.4,2011
Wholesale pork,9,2010.0,-17.2,3.2,29.1,2011
Wholesale pork,10,2010.0,-15.6,4.4,29.5,2011
Wholesale pork,11,2010.0,-15.5,2.9,26.5,2011
Wholesale pork,12,2010.0,-16.2,1.8,23.6,2011
Wholesale pork,1,2011.0,-10.3,5.2,23.8,2011
Wholesale pork,2,2011.0,-12.2,0.8,16.5,2011
Wholesale pork,3,2011.0,-7.1,4.9,19.3,2011
Wholesale pork,4,2011.0,-1.2,9.9,23.0,2011
Wholesale pork,5,2011.0,1.3,10.9,22.0,2011
Wholesale pork,6,2011.0,2.4,10.3,19.0,2011
Wholesale pork,7,2011.0,3.6,10.0,17.4,2011
Wholesale pork,8,2011.0,6.1,11.2,16.9,2011
Wholesale pork,9,2011.0,9.6,13.6,18.0,2011
Wholesale pork,10,2011.0,10.4,13.1,16.1,2011
Wholesale pork,11,2011.0,11.3,13.0,14.7,2011
Wholesale pork,12,2011.0,12.0,12.8,13.6,2011
Wholesale poultry,7,2010.0,-14.6,-0.5,16.2,2011
Wholesale poultry,8,2010.0,-12.9,1.2,17.5,2011
Wholesale poultry,9,2010.0,-13.9,-0.3,15.4,2011
Wholesale poultry,10,2010.0,-9.8,3.6,19.2,2011
Wholesale poultry,11,2010.0,-11.9,0.4,14.7,2011
Wholesale poultry,12,2010.0,-14.1,-2.8,9.9,2011
Wholesale poultry,1,2011.0,-12.6,-2.9,8.0,2011
Wholesale poultry,2,2011.0,-12.3,-3.8,5.5,2011
Wholesale poultry,3,2011.0,-13.5,-6.4,1.6,2011
Wholesale poultry,4,2011.0,-9.1,-2.8,4.2,2011
Wholesale poultry,5,2011.0,-7.5,-2.0,4.0,2011
Wholesale poultry,6,2011.0,-6.9,-2.5,2.3,2011
Wholesale poultry,7,2011.0,-6.2,-2.7,1.1,2011
Wholesale poultry,8,2011.0,-5.0,-2.3,0.6,2011
Wholesale poultry,9,2011.0,-4.3,-2.3,-0.1,2011
Wholesale poultry,10,2011.0,-3.4,-2.0,-0.6,2011
Wholesale poultry,11,2011.0,-2.6,-1.8,-1.0,2011
Wholesale poultry,12,2011.0,-1.7,-1.3,-0.9,2011
Farm-level eggs,7,2010.0,-50.6,-13.0,55.0,2011
Farm-level eggs,8,2010.0,-48.4,-8.4,60.7,2011
Farm-level eggs,9,2010.0,-45.9,-5.9,63.0,2011
Farm-level eggs,10,2010.0,-48.7,-11.7,50.8,2011
Farm-level eggs,11,2010.0,-46.2,-11.0,48.5,2011
Farm-level eggs,12,2010.0,-26.7,21.0,104.6,2011
Farm-level eggs,1,2011.0,-21.5,25.4,106.7,2011
Farm-level eggs,2,2011.0,-30.9,4.4,63.0,2011
Farm-level eggs,3,2011.0,-24.6,7.9,61.2,2011
Farm-level eggs,4,2011.0,-23.5,2.9,45.0,2011
Farm-level eggs,5,2011.0,-12.8,13.0,54.1,2011
Farm-level eggs,6,2011.0,-10.8,9.6,40.5,2011
Farm-level eggs,7,2011.0,-10.7,5.4,28.7,2011
Farm-level eggs,8,2011.0,-6.4,6.8,25.1,2011
Farm-level eggs,9,2011.0,2.6,13.9,30.1,2011
Farm-level eggs,10,2011.0,5.1,13.3,24.1,2011
Farm-level eggs,11,2011.0,9.7,15.1,22.6,2011
Farm-level eggs,12,2011.0,13.0,16.0,20.2,2011
Farm-level milk,7,2010.0,-31.2,0.7,48.8,2011
Farm-level milk,8,2010.0,-30.5,1.5,49.6,2011
Farm-level milk,9,2010.0,-27.5,4.9,52.3,2011
Farm-level milk,10,2010.0,-28.0,14.9,88.9,2011
Farm-level milk,11,2010.0,-25.7,15.5,84.1,2011
Farm-level milk,12,2010.0,-25.4,3.2,43.4,2011
Farm-level milk,1,2011.0,-27.6,-2.6,33.0,2011
Farm-level milk,2,2011.0,-17.6,6.3,39.4,2011
Farm-level milk,3,2011.0,2.0,28.4,64.5,2011
Farm-level milk,4,2011.0,1.5,25.0,58.4,2011
Farm-level milk,5,2011.0,-3.8,13.7,37.5,2011
Farm-level milk,6,2011.0,4.1,19.9,41.6,2011
Farm-level milk,7,2011.0,15.4,30.0,49.3,2011
Farm-level milk,8,2011.0,16.1,26.6,40.3,2011
Farm-level milk,9,2011.0,18.8,26.2,35.5,2011
Farm-level milk,10,2011.0,19.6,24.2,29.6,2011
Farm-level milk,11,2011.0,20.2,22.5,25.2,2011
Farm-level milk,12,2011.0,23.3,24.3,25.3,2011
Wholesale dairy,7,2010.0,-15.9,1.6,22.9,2011
Wholesale dairy,8,2010.0,-15.3,1.9,22.7,2011
Wholesale dairy,9,2010.0,-13.7,3.1,23.7,2011
Wholesale dairy,10,2010.0,-11.6,5.5,25.4,2011
Wholesale dairy,11,2010.0,-10.1,5.6,24.3,2011
Wholesale dairy,12,2010.0,-10.9,3.3,20.0,2011
Wholesale dairy,1,2011.0,-14.7,-1.8,12.8,2011
Wholesale dairy,2,2011.0,-10.2,1.2,14.5,2011
Wholesale dairy,3,2011.0,-2.3,8.7,21.6,2011
Wholesale dairy,4,2011.0,1.2,10.8,22.0,2011
Wholesale dairy,5,2011.0,0.9,8.8,17.8,2011
Wholesale dairy,6,2011.0,3.7,10.4,17.8,2011
Wholesale dairy,7,2011.0,8.3,13.9,20.0,2011
Wholesale dairy,8,2011.0,9.7,13.7,18.3,2011
Wholesale dairy,9,2011.0,11.4,14.4,17.7,2011
Wholesale dairy,10,2011.0,11.2,13.1,15.1,2011
Wholesale dairy,11,2011.0,11.4,12.4,13.4,2011
Wholesale dairy,12,2011.0,12.3,12.7,13.1,2011
Farm-level soybeans,7,2010.0,-36.8,0.6,60.2,2011
Farm-level soybeans,8,2010.0,-33.8,4.0,64.0,2011
Farm-level soybeans,9,2010.0,-32.9,4.5,65.4,2011
Farm-level soybeans,10,2010.0,-32.4,3.4,59.5,2011
Farm-level soybeans,11,2010.0,-26.2,11.7,68.3,2011
Farm-level soybeans,12,2010.0,-15.4,24.0,85.0,2011
Farm-level soybeans,1,2011.0,-13.8,23.3,79.9,2011
Farm-level soybeans,2,2011.0,-5.1,29.1,79.4,2011
Farm-level soybeans,3,2011.0,-0.6,30.4,75.2,2011
Farm-level soybeans,4,2011.0,-1.3,22.9,59.6,2011
Farm-level soybeans,5,2011.0,5.0,27.1,57.2,2011
Farm-level soybeans,6,2011.0,9.1,27.6,52.8,2011
Farm-level soybeans,7,2011.0,14.2,29.7,50.9,2011
Farm-level soybeans,8,2011.0,17.6,29.6,45.3,2011
Farm-level soybeans,9,2011.0,18.4,27.1,38.0,2011
Farm-level soybeans,10,2011.0,22.0,28.1,35.8,2011
Farm-level soybeans,11,2011.0,21.6,25.0,29.1,2011
Farm-level soybeans,12,2011.0,23.1,24.5,26.3,2011
Wholesale fats and oils,7,2010.0,-23.1,0.5,31.3,2011
Wholesale fats and oils,8,2010.0,-22.7,0.6,30.6,2011
Wholesale fats and oils,9,2010.0,-20.1,1.7,30.3,2011
Wholesale fats and oils,10,2010.0,-18.8,2.4,30.5,2011
Wholesale fats and oils,11,2010.0,-14.5,7.3,35.7,2011
Wholesale fats and oils,12,2010.0,-4.3,17.7,45.9,2011
Wholesale fats and oils,1,2011.0,-3.9,16.3,42.2,2011
Wholesale fats and oils,2,2011.0,3.0,22.4,46.5,2011
Wholesale fats and oils,3,2011.0,14.0,32.4,56.4,2011
Wholesale fats and oils,4,2011.0,14.9,30.4,49.2,2011
Wholesale fats and oils,5,2011.0,14.7,26.9,41.9,2011
Wholesale fats and oils,6,2011.0,19.5,29.7,42.3,2011
Wholesale fats and oils,7,2011.0,21.5,29.4,39.1,2011
Wholesale fats and oils,8,2011.0,22.9,28.9,35.7,2011
Wholesale fats and oils,9,2011.0,26.9,31.2,36.2,2011
Wholesale fats and oils,10,2011.0,28.2,31.0,34.2,2011
Wholesale fats and oils,11,2011.0,27.3,28.7,30.2,2011
Wholesale fats and oils,12,2011.0,28.7,29.3,29.9,2011
Farm-level fruits,7,2010.0,-32.3,-5.9,30.2,2011
Farm-level fruits,8,2010.0,-32.0,-6.9,28.8,2011
Farm-level fruits,9,2010.0,-32.3,-7.5,27.9,2011
Farm-level fruits,10,2010.0,-33.9,-10.7,21.4,2011
Farm-level fruits,11,2010.0,-33.2,-11.0,19.4,2011
Farm-level fruits,12,2010.0,-26.5,-4.5,26.4,2011
Farm-level fruits,1,2011.0,-16.7,8.5,41.9,2011
Farm-level fruits,2,2011.0,-12.6,9.6,40.3,2011
Farm-level fruits,3,2011.0,-16.9,-3.7,12.3,2011
Farm-level fruits,4,2011.0,-17.2,-5.7,8.4,2011
Farm-level fruits,5,2011.0,-14.1,-3.6,9.2,2011
Farm-level fruits,6,2011.0,-16.5,-7.4,3.1,2011
Farm-level fruits,7,2011.0,-12.6,-5.0,4.2,2011
Farm-level fruits,8,2011.0,-12.0,-5.0,3.6,2011
Farm-level fruits,9,2011.0,-10.9,-5.8,0.6,2011
Farm-level fruits,10,2011.0,-9.0,-5.1,-0.7,2011
Farm-level fruits,11,2011.0,-8.0,-5.6,-2.8,2011
Farm-level fruits,12,2011.0,-6.3,-5.1,-3.6,2011
Farm-level vegetables,7,2010.0,-19.8,-5.1,13.1,2011
Farm-level vegetables,8,2010.0,-19.9,-4.8,12.4,2011
Farm-level vegetables,9,2010.0,-20.1,-4.8,12.7,2011
Farm-level vegetables,10,2010.0,-19.6,-4.6,11.9,2011
Farm-level vegetables,11,2010.0,-19.5,-4.8,12.7,2011
Farm-level vegetables,12,2010.0,-19.3,-5.0,12.4,2011
Farm-level vegetables,1,2011.0,-17.9,-3.7,13.6,2011
Farm-level vegetables,2,2011.0,-14.1,-0.5,15.5,2011
Farm-level vegetables,3,2011.0,-1.1,13.4,30.3,2011
Farm-level vegetables,4,2011.0,0.3,13.7,29.1,2011
Farm-level vegetables,5,2011.0,1.1,12.5,26.5,2011
Farm-level vegetables,6,2011.0,-0.4,9.6,21.6,2011
Farm-level vegetables,7,2011.0,2.2,11.2,22.1,2011
Farm-level vegetables,8,2011.0,1.6,9.2,18.5,2011
Farm-level vegetables,9,2011.0,2.3,8.7,16.6,2011
Farm-level vegetables,10,2011.0,4.1,9.2,15.6,2011
Farm-level vegetables,11,2011.0,4.9,8.6,13.4,2011
Farm-level vegetables,12,2011.0,8.0,10.1,12.8,2011
Farm-level wheat,7,2010.0,-32.7,-1.4,43.4,2011
Farm-level wheat,8,2010.0,-29.3,2.0,47.0,2011
Farm-level wheat,9,2010.0,-21.2,12.7,62.2,2011
Farm-level wheat,10,2010.0,-16.0,19.4,69.8,2011
Farm-level wheat,11,2010.0,-15.2,18.4,66.9,2011
Farm-level wheat,12,2010.0,-10.5,22.0,68.9,2011
Farm-level wheat,1,2011.0,-3.0,30.1,76.5,2011
Farm-level wheat,2,2011.0,6.7,37.1,78.9,2011
Farm-level wheat,3,2011.0,24.6,54.7,97.3,2011
Farm-level wheat,4,2011.0,12.8,35.9,67.6,2011
Farm-level wheat,5,2011.0,25.8,48.2,78.2,2011
Farm-level wheat,6,2011.0,32.3,51.2,75.8,2011
Farm-level wheat,7,2011.0,33.3,48.6,68.0,2011
Farm-level wheat,8,2011.0,28.4,38.9,51.9,2011
Farm-level wheat,9,2011.0,31.2,39.0,48.4,2011
Farm-level wheat,10,2011.0,34.0,39.4,45.9,2011
Farm-level wheat,11,2011.0,35.0,38.1,41.9,2011
Farm-level wheat,12,2011.0,36.8,38.3,39.9,2011
Wholesale wheat flour,7,2010.0,-18.1,-0.9,19.3,2011
Wholesale wheat flour,8,2010.0,-15.8,1.5,21.9,2011
Wholesale wheat flour,9,2010.0,-10.2,8.2,29.9,2011
Wholesale wheat flour,10,2010.0,-8.9,8.2,30.1,2011
Wholesale wheat flour,11,2010.0,-8.6,8.3,28.4,2011
Wholesale wheat flour,12,2010.0,-3.7,12.9,33.1,2011
Wholesale wheat flour,1,2011.0,-3.1,15.9,38.7,2011
Wholesale wheat flour,2,2011.0,3.0,20.0,40.7,2011
Wholesale wheat flour,3,2011.0,13.2,29.6,50.3,2011
Wholesale wheat flour,4,2011.0,8.6,19.7,33.0,2011
Wholesale wheat flour,5,2011.0,15.4,26.0,38.0,2011
Wholesale wheat flour,6,2011.0,17.0,25.5,35.5,2011
Wholesale wheat flour,7,2011.0,17.1,23.6,31.4,2011
Wholesale wheat flour,8,2011.0,17.8,23.0,28.8,2011
Wholesale wheat flour,9,2011.0,20.5,24.5,29.0,2011
Wholesale wheat flour,10,2011.0,22.0,24.7,27.7,2011
Wholesale wheat flour,11,2011.0,21.8,23.5,25.2,2011
Wholesale wheat flour,12,2011.0,22.7,23.5,24.3,2011
