ppi_item,curr_month,curr_year,lower,mid,upper,pred_year
Farm-level milk,7,2011.0,-31.7,8.1,71.7,2012
Farm-level milk,8,2011.0,-30.5,5.7,61.2,2012
Farm-level milk,9,2011.0,-29.8,5.0,59.6,2012
Farm-level milk,10,2011.0,-31.7,1.4,52.3,2012
Farm-level milk,11,2011.0,-33.6,-3.4,43.5,2012
Farm-level milk,12,2011.0,-23.8,6.9,53.5,2012
Farm-level milk,1,2012.0,-28.8,-5.2,27.6,2012
Farm-level milk,2,2012.0,-27.6,-7.1,21.6,2012
Farm-level milk,3,2012.0,-30.5,-14.1,9.1,2012
Farm-level milk,4,2012.0,-26.9,-12.2,7.5,2012
Farm-level milk,5,2012.0,-27.0,-15.3,0.6,2012
Farm-level milk,6,2012.0,-27.2,-17.8,-5.8,2012
Farm-level milk,7,2012.0,-23.9,-16.3,-6.2,2012
Farm-level milk,8,2012.0,-20.5,-14.1,-6.1,2012
Farm-level milk,9,2012.0,-16.5,-11.4,-5.1,2012
Farm-level milk,10,2012.0,-12.7,-9.2,-5.0,2012
Farm-level milk,11,2012.0,-9.1,-7.0,-4.7,2012
Farm-level milk,12,2012.0,-8.5,-7.7,-7.0,2012
Wholesale dairy,7,2011.0,-14.0,4.6,27.3,2012
Wholesale dairy,8,2011.0,-12.4,4.3,24.1,2012
Wholesale dairy,9,2011.0,-11.4,5.1,24.6,2012
Wholesale dairy,10,2011.0,-13.1,2.5,20.5,2012
Wholesale dairy,11,2011.0,-13.8,0.5,17.4,2012
Wholesale dairy,12,2011.0,-11.6,2.2,17.7,2012
Wholesale dairy,1,2012.0,-13.3,-0.5,14.9,2012
Wholesale dairy,2,2012.0,-12.9,-1.6,11.3,2012
Wholesale dairy,3,2012.0,-14.4,-4.8,6.1,2012
Wholesale dairy,4,2012.0,-12.4,-4.3,4.8,2012
Wholesale dairy,5,2012.0,-11.2,-4.7,2.9,2012
Wholesale dairy,6,2012.0,-10.7,-5.5,0.5,2012
Wholesale dairy,7,2012.0,-9.3,-5.0,-0.3,2012
Wholesale dairy,8,2012.0,-7.3,-4.1,-0.3,2012
Wholesale dairy,9,2012.0,-5.1,-2.7,0.1,2012
Wholesale dairy,10,2012.0,-3.9,-2.3,-0.6,2012
Wholesale dairy,11,2012.0,-2.1,-1.3,-0.3,2012
Wholesale dairy,12,2012.0,-1.7,-1.4,-1.1,2012
Farm-level soybeans,7,2011.0,-36.0,1.7,62.0,2012
Farm-level soybeans,8,2011.0,-35.8,1.8,61.3,2012
Farm-level soybeans,9,2011.0,-37.0,-0.9,55.9,2012
Farm-level soybeans,10,2011.0,-33.7,1.3,57.0,2012
Farm-level soybeans,11,2011.0,-38.1,-7.0,42.0,2012
Farm-level soybeans,12,2011.0,-36.9,-7.8,36.0,2012
Farm-level soybeans,1,2012.0,-39.4,-13.1,27.2,2012
Farm-level soybeans,2,2012.0,-30.4,-5.6,32.5,2012
Farm-level soybeans,3,2012.0,-24.8,-2.1,30.8,2012
Farm-level soybeans,4,2012.0,-18.0,3.3,34.6,2012
Farm-level soybeans,5,2012.0,-11.0,7.9,34.9,2012
Farm-level soybeans,6,2012.0,-8.3,6.8,29.0,2012
Farm-level soybeans,7,2012.0,-4.6,8.3,26.4,2012
Farm-level soybeans,8,2012.0,3.6,15.0,30.2,2012
Farm-level soybeans,9,2012.0,7.6,16.6,27.9,2012
Farm-level soybeans,10,2012.0,11.3,17.5,25.3,2012
Farm-level soybeans,11,2012.0,11.0,14.5,18.8,2012
Farm-level soybeans,12,2012.0,11.3,12.7,14.5,2012
Wholesale fats and oils,7,2011.0,-23.6,2.4,36.2,2012
Wholesale fats and oils,8,2011.0,-23.5,1.7,35.0,2012
Wholesale fats and oils,9,2011.0,-19.1,5.6,39.4,2012
Wholesale fats and oils,10,2011.0,-18.9,4.7,36.1,2012
Wholesale fats and oils,11,2011.0,-23.7,-3.7,23.7,2012
Wholesale fats and oils,12,2011.0,-18.9,0.7,26.1,2012
Wholesale fats and oils,1,2012.0,-17.5,0.3,23.3,2012
Wholesale fats and oils,2,2012.0,-16.7,-2.0,16.8,2012
Wholesale fats and oils,3,2012.0,-15.7,-2.7,13.1,2012
Wholesale fats and oils,4,2012.0,-13.5,-2.4,10.8,2012
Wholesale fats and oils,5,2012.0,-9.7,-0.2,11.3,2012
Wholesale fats and oils,6,2012.0,-8.5,-1.0,7.8,2012
Wholesale fats and oils,7,2012.0,-7.7,-1.9,5.0,2012
Wholesale fats and oils,8,2012.0,-5.5,-1.1,4.0,2012
Wholesale fats and oils,9,2012.0,-4.9,-1.9,1.5,2012
Wholesale fats and oils,10,2012.0,-3.1,-1.1,1.1,2012
Wholesale fats and oils,11,2012.0,-2.9,-1.9,-0.7,2012
Wholesale fats and oils,12,2012.0,-2.3,-1.9,-1.4,2012
Farm-level fruits,7,2011.0,-17.4,0.5,21.7,2012
Farm-level fruits,8,2011.0,-28.0,0.2,39.1,2012
Farm-level fruits,9,2011.0,-28.0,-0.6,37.9,2012
Farm-level fruits,10,2011.0,-26.4,0.7,37.7,2012
Farm-level fruits,11,2011.0,-26.0,-0.5,34.9,2012
Farm-level fruits,12,2011.0,-23.0,1.8,35.6,2012
Farm-level fruits,1,2012.0,-15.2,1.6,21.4,2012
Farm-level fruits,2,2012.0,-14.6,0.3,18.4,2012
Farm-level fruits,3,2012.0,-13.5,-0.2,15.5,2012
Farm-level fruits,4,2012.0,-12.4,-0.9,13.5,2012
Farm-level fruits,5,2012.0,-10.3,0.6,13.6,2012
Farm-level fruits,6,2012.0,-11.1,-2.0,8.8,2012
Farm-level fruits,7,2012.0,-9.2,-1.5,8.0,2012
Farm-level fruits,8,2012.0,-9.7,-2.6,6.1,2012
Farm-level fruits,9,2012.0,-8.0,-2.8,3.8,2012
Farm-level fruits,10,2012.0,-4.2,-0.1,5.0,2012
Farm-level fruits,11,2012.0,-2.3,0.4,3.5,2012
Farm-level fruits,12,2012.0,-0.6,0.8,2.4,2012
Farm-level vegetables,7,2011.0,-21.7,-6.9,10.9,2012
Farm-level vegetables,8,2011.0,-21.4,-6.8,10.6,2012
Farm-level vegetables,9,2011.0,-21.3,-6.5,10.4,2012
Farm-level vegetables,10,2011.0,-21.4,-6.6,10.6,2012
Farm-level vegetables,11,2011.0,-21.1,-6.4,10.7,2012
Farm-level vegetables,12,2011.0,-21.2,-6.3,10.9,2012
Farm-level vegetables,1,2012.0,-22.1,-7.1,9.6,2012
Farm-level vegetables,2,2012.0,-22.0,-8.9,6.5,2012
Farm-level vegetables,3,2012.0,-23.9,-11.9,2.0,2012
Farm-level vegetables,4,2012.0,-22.2,-11.5,1.3,2012
Farm-level vegetables,5,2012.0,-23.3,-13.8,-2.5,2012
Farm-level vegetables,6,2012.0,-22.5,-14.1,-3.6,2012
Farm-level vegetables,7,2012.0,-22.2,-14.7,-5.6,2012
Farm-level vegetables,8,2012.0,-22.7,-16.2,-8.3,2012
Farm-level vegetables,9,2012.0,-21.5,-15.8,-8.8,2012
Farm-level vegetables,10,2012.0,-21.5,-17.3,-12.0,2012
Farm-level vegetables,11,2012.0,-22.1,-19.0,-15.3,2012
Farm-level vegetables,12,2012.0,-20.6,-19.0,-16.9,2012
Farm-level wheat,7,2011.0,-32.0,0.7,49.0,2012
Farm-level wheat,8,2011.0,-36.0,-5.4,40.5,2012
Farm-level wheat,9,2011.0,-35.3,-5.1,39.6,2012
Farm-level wheat,10,2011.0,-33.5,-4.8,39.0,2012
Farm-level wheat,11,2011.0,-34.4,-7.0,31.9,2012
Farm-level wheat,12,2011.0,-33.1,-7.1,28.7,2012
Farm-level wheat,1,2012.0,-35.5,-13.1,18.2,2012
Farm-level wheat,2,2012.0,-31.2,-10.6,19.1,2012
Farm-level wheat,3,2012.0,-28.6,-10.4,15.1,2012
Farm-level wheat,4,2012.0,-25.5,-9.5,12.0,2012
Farm-level wheat,5,2012.0,-24.6,-11.1,6.4,2012
Farm-level wheat,6,2012.0,-24.0,-13.5,0.7,2012
Farm-level wheat,7,2012.0,-21.6,-13.0,-1.6,2012
Farm-level wheat,8,2012.0,-12.4,-4.1,6.8,2012
Farm-level wheat,9,2012.0,-10.3,-4.1,3.6,2012
Farm-level wheat,10,2012.0,-7.3,-2.8,2.6,2012
Farm-level wheat,11,2012.0,-5.3,-2.6,0.7,2012
Farm-level wheat,12,2012.0,-3.7,-2.5,-1.0,2012
Wholesale wheat flour,7,2011.0,-18.4,0.0,22.2,2012
Wholesale wheat flour,8,2011.0,-18.4,-0.7,20.6,2012
Wholesale wheat flour,9,2011.0,-16.4,1.1,22.7,2012
Wholesale wheat flour,10,2011.0,-15.9,1.6,22.5,2012
Wholesale wheat flour,11,2011.0,-17.7,-1.6,16.8,2012
Wholesale wheat flour,12,2011.0,-16.3,-1.4,17.0,2012
Wholesale wheat flour,1,2012.0,-18.5,-5.1,11.3,2012
Wholesale wheat flour,2,2012.0,-17.5,-5.6,8.5,2012
Wholesale wheat flour,3,2012.0,-12.6,-1.6,11.1,2012
Wholesale wheat flour,4,2012.0,-10.2,-0.5,10.5,2012
Wholesale wheat flour,5,2012.0,-8.2,-0.3,9.0,2012
Wholesale wheat flour,6,2012.0,-8.6,-2.0,5.6,2012
Wholesale wheat flour,7,2012.0,-7.3,-2.1,4.1,2012
Wholesale wheat flour,8,2012.0,-2.8,1.8,7.0,2012
Wholesale wheat flour,9,2012.0,-2.4,0.9,4.6,2012
Wholesale wheat flour,10,2012.0,-0.5,1.8,4.4,2012
Wholesale wheat flour,11,2012.0,0.4,1.8,3.3,2012
Wholesale wheat flour,12,2012.0,1.4,2.1,2.9,2012
