product_name,year,month,us_city_average_retail_price
Strawberries,2019,10,2.402
Strawberries,2019,11,2.604
Strawberries,2019,12,3.096
Strawberries,2020,1,2.884
Strawberries,2020,2,2.558
Strawberries,2020,3,2.367
Strawberries,2020,5,2.174
Strawberries,2020,6,2.02
Strawberries,2020,7,2.02
Strawberries,2020,8,2.214
Strawberries,2020,9,2.234
Strawberries,2020,10,2.745
Strawberries,2020,11,2.934
Strawberries,2020,12,3.29
Strawberries,2021,1,3.044
Strawberries,2021,2,2.893
Strawberries,2021,3,2.7
Strawberries,2021,4,2.803
Strawberries,2021,5,2.648
Strawberries,2021,6,2.318
Strawberries,2021,7,2.256
Strawberries,2021,8,2.434
Strawberries,2021,9,2.454
Strawberries,2021,10,2.687
Strawberries,2021,11,3.079
Strawberries,2022,1,3.106
Strawberries,2022,2,3.045
Strawberries,2022,3,2.711
Strawberries,2022,4,2.777
Strawberries,2022,5,2.438
Strawberries,2022,6,2.317
Strawberries,2022,7,2.208
Strawberries,2022,8,2.558
Strawberries,2022,9,2.782
Strawberries,2022,10,3.108
Strawberries,2022,11,3.631
Strawberries,2022,12,3.856
