ppi_item,curr_month,curr_year,lower,mid,upper,pred_year
Wholesale pork,7,2013.0,-15.7,2.2,24.7,2014
Wholesale pork,8,2013.0,-12.6,5.7,27.7,2014
Wholesale pork,9,2013.0,-11.8,6.4,28.5,2014
Wholesale pork,10,2013.0,-12.1,5.4,26.4,2014
Wholesale pork,11,2013.0,-13.6,2.7,22.6,2014
Wholesale pork,12,2013.0,-10.1,5.7,24.3,2014
Wholesale pork,1,2014.0,-12.2,1.7,18.7,2014
Wholesale pork,2,2014.0,-10.8,1.4,15.8,2014
Wholesale pork,3,2014.0,-8.7,2.0,14.4,2014
Wholesale pork,4,2014.0,-0.8,9.3,21.4,2014
Wholesale pork,5,2014.0,12.2,23.0,35.2,2014
Wholesale pork,6,2014.0,10.5,18.9,28.4,2014
Wholesale pork,7,2014.0,14.8,21.7,30.1,2014
Wholesale pork,8,2014.0,19.7,25.5,32.0,2014
Wholesale pork,9,2014.0,20.6,25.0,29.9,2014
Wholesale pork,10,2014.0,17.7,20.5,23.5,2014
Wholesale pork,11,2014.0,20.1,21.8,23.7,2014
Wholesale pork,12,2014.0,19.3,20.1,20.9,2014
Wholesale poultry,7,2013.0,-12.4,1.1,16.4,2014
Wholesale poultry,8,2013.0,-12.6,0.5,15.4,2014
Wholesale poultry,9,2013.0,-11.3,1.2,16.0,2014
Wholesale poultry,10,2013.0,-12.4,-0.3,13.4,2014
Wholesale poultry,11,2013.0,-11.7,-0.2,12.7,2014
Wholesale poultry,12,2013.0,-13.4,-3.0,8.7,2014
Wholesale poultry,1,2014.0,-12.5,-3.1,7.7,2014
Wholesale poultry,2,2014.0,-11.0,-2.8,6.6,2014
Wholesale poultry,3,2014.0,-9.9,-2.7,5.4,2014
Wholesale poultry,4,2014.0,-5.7,0.6,7.8,2014
Wholesale poultry,5,2014.0,-2.9,2.8,9.2,2014
Wholesale poultry,6,2014.0,-0.7,4.1,9.4,2014
Wholesale poultry,7,2014.0,0.1,3.8,7.9,2014
Wholesale poultry,8,2014.0,2.3,5.1,8.4,2014
Wholesale poultry,9,2014.0,2.4,4.6,6.9,2014
Wholesale poultry,10,2014.0,3.0,4.4,5.9,2014
Wholesale poultry,11,2014.0,3.8,4.6,5.5,2014
Wholesale poultry,12,2014.0,4.0,4.3,4.7,2014
Farm-level eggs,7,2013.0,-44.1,-2.5,70.6,2014
Farm-level eggs,8,2013.0,-41.4,0.7,73.3,2014
Farm-level eggs,9,2013.0,-39.7,2.9,74.8,2014
Farm-level eggs,10,2013.0,-37.4,5.7,75.1,2014
Farm-level eggs,11,2013.0,-35.1,5.8,73.4,2014
Farm-level eggs,12,2013.0,-25.3,18.4,89.5,2014
Farm-level eggs,1,2014.0,-19.6,30.7,114.5,2014
Farm-level eggs,2,2014.0,-29.3,3.5,57.8,2014
Farm-level eggs,3,2014.0,-21.5,9.0,57.5,2014
Farm-level eggs,4,2014.0,-14.3,14.4,58.6,2014
Farm-level eggs,5,2014.0,-2.3,24.8,67.5,2014
Farm-level eggs,6,2014.0,-1.6,20.1,52.7,2014
Farm-level eggs,7,2014.0,0.5,17.8,42.7,2014
Farm-level eggs,8,2014.0,1.6,14.9,33.9,2014
Farm-level eggs,9,2014.0,1.4,10.9,24.0,2014
Farm-level eggs,10,2014.0,4.3,11.3,21.0,2014
Farm-level eggs,11,2014.0,8.0,12.6,18.8,2014
Farm-level eggs,12,2014.0,11.4,13.9,17.4,2014
Farm-level milk,7,2013.0,-33.3,-0.8,48.9,2014
Farm-level milk,8,2013.0,-33.0,-1.9,44.3,2014
Farm-level milk,9,2013.0,-29.6,3.0,50.5,2014
Farm-level milk,10,2013.0,-28.0,3.2,47.8,2014
Farm-level milk,11,2013.0,-25.5,5.1,48.7,2014
Farm-level milk,12,2013.0,-19.3,10.5,52.6,2014
Farm-level milk,1,2014.0,-18.3,8.2,45.5,2014
Farm-level milk,2,2014.0,-4.0,22.8,60.0,2014
Farm-level milk,3,2014.0,0.6,24.6,56.2,2014
Farm-level milk,4,2014.0,2.3,22.5,49.6,2014
Farm-level milk,5,2014.0,7.5,25.4,49.3,2014
Farm-level milk,6,2014.0,5.4,18.8,36.6,2014
Farm-level milk,7,2014.0,7.4,18.3,32.3,2014
Farm-level milk,8,2014.0,12.2,21.0,31.9,2014
Farm-level milk,9,2014.0,15.7,22.1,30.1,2014
Farm-level milk,10,2014.0,20.4,25.0,30.3,2014
Farm-level milk,11,2014.0,19.0,21.1,23.4,2014
Farm-level milk,12,2014.0,19.7,20.4,21.1,2014
Wholesale dairy,7,2013.0,-18.0,0.2,22.1,2014
Wholesale dairy,8,2013.0,-17.6,0.0,21.9,2014
Wholesale dairy,9,2013.0,-16.1,1.4,22.8,2014
Wholesale dairy,10,2013.0,-15.9,0.4,20.8,2014
Wholesale dairy,11,2013.0,-13.1,2.8,22.3,2014
Wholesale dairy,12,2013.0,-11.0,3.7,21.5,2014
Wholesale dairy,1,2014.0,-9.8,3.9,19.9,2014
Wholesale dairy,2,2014.0,-3.0,9.3,24.0,2014
Wholesale dairy,3,2014.0,1.0,12.2,25.3,2014
Wholesale dairy,4,2014.0,1.4,10.7,21.4,2014
Wholesale dairy,5,2014.0,5.8,13.9,23.2,2014
Wholesale dairy,6,2014.0,3.7,10.0,17.1,2014
Wholesale dairy,7,2014.0,5.0,9.9,15.4,2014
Wholesale dairy,8,2014.0,7.5,11.3,15.4,2014
Wholesale dairy,9,2014.0,8.9,11.6,14.5,2014
Wholesale dairy,10,2014.0,10.9,12.7,14.7,2014
Wholesale dairy,11,2014.0,11.0,11.9,12.8,2014
Wholesale dairy,12,2014.0,10.9,11.2,11.5,2014
Farm-level soybeans,7,2013.0,-34.7,2.7,64.9,2014
Farm-level soybeans,8,2013.0,-40.3,5.8,92.3,2014
Farm-level soybeans,9,2013.0,-40.8,-6.9,47.8,2014
Farm-level soybeans,10,2013.0,-37.2,-2.1,54.1,2014
Farm-level soybeans,11,2013.0,-39.3,-8.6,40.2,2014
Farm-level soybeans,12,2013.0,-37.0,-7.0,40.0,2014
Farm-level soybeans,1,2014.0,-34.6,-6.2,37.3,2014
Farm-level soybeans,2,2014.0,-32.5,-7.4,30.6,2014
Farm-level soybeans,3,2014.0,-28.8,-6.7,25.8,2014
Farm-level soybeans,4,2014.0,-22.6,-1.8,27.6,2014
Farm-level soybeans,5,2014.0,-15.4,3.3,29.4,2014
Farm-level soybeans,6,2014.0,-12.4,2.5,23.8,2014
Farm-level soybeans,7,2014.0,-11.1,1.1,18.5,2014
Farm-level soybeans,8,2014.0,-14.7,-6.5,4.4,2014
Farm-level soybeans,9,2014.0,-16.5,-10.9,-3.1,2014
Farm-level soybeans,10,2014.0,-15.7,-12.0,-7.3,2014
Farm-level soybeans,11,2014.0,-15.5,-13.5,-11.1,2014
Farm-level soybeans,12,2014.0,-13.5,-12.6,-11.5,2014
Wholesale fats and oils,7,2013.0,-24.6,-0.4,31.3,2014
Wholesale fats and oils,8,2013.0,-22.7,1.2,32.4,2014
Wholesale fats and oils,9,2013.0,-25.3,-3.3,25.2,2014
Wholesale fats and oils,10,2013.0,-23.0,-1.0,26.9,2014
Wholesale fats and oils,11,2013.0,-23.3,-3.4,21.8,2014
Wholesale fats and oils,12,2013.0,-22.8,-5.0,17.9,2014
Wholesale fats and oils,1,2014.0,-25.0,-8.3,13.8,2014
Wholesale fats and oils,2,2014.0,-21.8,-7.1,12.0,2014
Wholesale fats and oils,3,2014.0,-20.3,-8.2,7.0,2014
Wholesale fats and oils,4,2014.0,-19.4,-9.3,3.5,2014
Wholesale fats and oils,5,2014.0,-11.2,-2.1,9.2,2014
Wholesale fats and oils,6,2014.0,-11.0,-4.0,4.5,2014
Wholesale fats and oils,7,2014.0,-9.8,-4.2,2.2,2014
Wholesale fats and oils,8,2014.0,-10.3,-6.3,-1.7,2014
Wholesale fats and oils,9,2014.0,-9.1,-6.3,-3.2,2014
Wholesale fats and oils,10,2014.0,-8.3,-6.5,-4.5,2014
Wholesale fats and oils,11,2014.0,-7.6,-6.7,-5.7,2014
Wholesale fats and oils,12,2014.0,-7.0,-6.6,-6.2,2014
Farm-level fruits,7,2013.0,-17.2,-0.4,19.9,2014
Farm-level fruits,8,2013.0,-29.0,-2.3,35.2,2014
Farm-level fruits,9,2013.0,-28.8,-2.2,33.4,2014
Farm-level fruits,10,2013.0,-23.6,3.3,41.4,2014
Farm-level fruits,11,2013.0,-22.3,3.6,38.6,2014
Farm-level fruits,12,2013.0,-21.7,2.5,36.3,2014
Farm-level fruits,1,2014.0,-19.5,2.7,33.2,2014
Farm-level fruits,2,2014.0,-17.7,2.7,29.7,2014
Farm-level fruits,3,2014.0,-15.3,2.1,24.7,2014
Farm-level fruits,4,2014.0,-16.7,-2.2,16.0,2014
Farm-level fruits,5,2014.0,-13.5,-1.1,14.9,2014
Farm-level fruits,6,2014.0,-10.8,0.0,13.2,2014
Farm-level fruits,7,2014.0,-7.6,1.5,12.7,2014
Farm-level fruits,8,2014.0,-5.6,1.7,11.3,2014
Farm-level fruits,9,2014.0,-4.0,1.6,8.3,2014
Farm-level fruits,10,2014.0,-1.9,2.1,6.8,2014
Farm-level fruits,11,2014.0,-0.4,2.1,5.0,2014
Farm-level fruits,12,2014.0,0.7,1.9,3.4,2014
Farm-level vegetables,7,2013.0,-18.7,-3.9,13.7,2014
Farm-level vegetables,8,2013.0,-18.9,-4.3,13.0,2014
Farm-level vegetables,9,2013.0,-20.3,-5.2,12.8,2014
Farm-level vegetables,10,2013.0,-20.0,-4.9,13.1,2014
Farm-level vegetables,11,2013.0,-20.3,-4.8,13.5,2014
Farm-level vegetables,12,2013.0,-19.9,-4.5,14.0,2014
Farm-level vegetables,1,2014.0,-23.4,-7.0,12.6,2014
Farm-level vegetables,2,2014.0,-21.0,-5.5,13.6,2014
Farm-level vegetables,3,2014.0,-19.3,-5.3,12.1,2014
Farm-level vegetables,4,2014.0,-17.6,-4.8,11.1,2014
Farm-level vegetables,5,2014.0,-15.9,-4.1,10.1,2014
Farm-level vegetables,6,2014.0,-14.3,-4.0,8.9,2014
Farm-level vegetables,7,2014.0,-11.3,-2.1,9.7,2014
Farm-level vegetables,8,2014.0,-10.9,-3.5,5.6,2014
Farm-level vegetables,9,2014.0,-10.0,-3.6,4.4,2014
Farm-level vegetables,10,2014.0,-9.2,-4.2,2.0,2014
Farm-level vegetables,11,2014.0,-7.0,-3.4,1.3,2014
Farm-level vegetables,12,2014.0,-4.0,-2.0,0.6,2014
Farm-level wheat,7,2013.0,-34.0,-1.1,49.7,2014
Farm-level wheat,8,2013.0,-34.3,-2.5,44.8,2014
Farm-level wheat,9,2013.0,-35.8,-5.7,38.6,2014
Farm-level wheat,10,2013.0,-34.1,-5.0,37.9,2014
Farm-level wheat,11,2013.0,-30.1,-1.2,38.9,2014
Farm-level wheat,12,2013.0,-31.2,-4.2,34.5,2014
Farm-level wheat,1,2014.0,-28.8,-4.4,30.9,2014
Farm-level wheat,2,2014.0,-28.3,-6.9,23.5,2014
Farm-level wheat,3,2014.0,-25.1,-6.1,19.1,2014
Farm-level wheat,4,2014.0,-17.9,0.4,24.0,2014
Farm-level wheat,5,2014.0,-13.7,1.7,21.9,2014
Farm-level wheat,6,2014.0,-9.4,3.9,21.7,2014
Farm-level wheat,7,2014.0,-12.7,-3.3,9.2,2014
Farm-level wheat,8,2014.0,-13.1,-6.0,2.9,2014
Farm-level wheat,9,2014.0,-12.9,-7.9,-1.5,2014
Farm-level wheat,10,2014.0,-10.0,-6.2,-1.8,2014
Farm-level wheat,11,2014.0,-9.2,-7.1,-4.5,2014
Farm-level wheat,12,2014.0,-7.9,-6.9,-5.7,2014
Wholesale wheat flour,7,2013.0,-17.5,1.0,24.1,2014
Wholesale wheat flour,8,2013.0,-18.3,0.2,22.8,2014
Wholesale wheat flour,9,2013.0,-18.5,-1.3,20.1,2014
Wholesale wheat flour,10,2013.0,-18.8,-1.8,18.6,2014
Wholesale wheat flour,11,2013.0,-16.1,0.5,20.4,2014
Wholesale wheat flour,12,2013.0,-16.9,-1.5,16.7,2014
Wholesale wheat flour,1,2014.0,-16.4,-2.4,14.4,2014
Wholesale wheat flour,2,2014.0,-13.1,-0.1,15.7,2014
Wholesale wheat flour,3,2014.0,-10.9,0.6,14.4,2014
Wholesale wheat flour,4,2014.0,-5.7,4.6,16.6,2014
Wholesale wheat flour,5,2014.0,-6.1,2.5,12.6,2014
Wholesale wheat flour,6,2014.0,-3.2,4.2,12.3,2014
Wholesale wheat flour,7,2014.0,-4.0,1.7,8.2,2014
Wholesale wheat flour,8,2014.0,-2.7,1.7,6.7,2014
Wholesale wheat flour,9,2014.0,-2.8,0.4,4.0,2014
Wholesale wheat flour,10,2014.0,0.0,2.3,4.9,2014
Wholesale wheat flour,11,2014.0,0.3,1.6,3.2,2014
Wholesale wheat flour,12,2014.0,1.0,1.6,2.3,2014
