ppi_item,curr_month,curr_year,lower,mid,upper,pred_year
Wholesale fats and oils,10,2005.0,-14.3,0.8,18.8,2006
Wholesale fats and oils,11,2005.0,-13.4,1.1,18.1,2006
Wholesale fats and oils,12,2005.0,-11.4,2.3,18.6,2006
Wholesale fats and oils,1,2006.0,-13.9,-1.7,12.6,2006
Wholesale fats and oils,2,2006.0,-14.1,-3.3,9.5,2006
Wholesale fats and oils,3,2006.0,-12.3,-3.3,7.1,2006
Wholesale fats and oils,4,2006.0,-10.5,-2.4,6.7,2006
Wholesale fats and oils,5,2006.0,-8.1,-1.3,6.6,2006
Wholesale fats and oils,6,2006.0,-8.3,-2.8,3.4,2006
Wholesale fats and oils,7,2006.0,-6.7,-2.2,2.8,2006
Wholesale fats and oils,8,2006.0,-4.8,-1.5,2.3,2006
Wholesale fats and oils,9,2006.0,-3.5,-1.0,1.7,2006
Wholesale fats and oils,10,2006.0,-2.4,-0.6,1.3,2006
Wholesale fats and oils,11,2006.0,-1.9,-0.9,0.2,2006
Wholesale fats and oils,12,2006.0,-1.0,-0.5,-0.1,2006
Farm-level fruits,7,2005.0,-22.2,1.0,30.9,2006
Farm-level fruits,8,2005.0,-23.4,-1.2,27.4,2006
Farm-level fruits,9,2005.0,-25.1,-3.6,24.4,2006
Farm-level fruits,10,2005.0,-23.8,-2.8,24.7,2006
Farm-level fruits,11,2005.0,-24.3,-4.6,21.3,2006
Farm-level fruits,12,2005.0,-22.7,-3.6,21.0,2006
Farm-level fruits,1,2006.0,-20.1,-1.4,23.1,2006
Farm-level fruits,2,2006.0,-20.5,-3.9,16.9,2006
Farm-level fruits,3,2006.0,-22.4,-8.6,8.8,2006
Farm-level fruits,4,2006.0,-22.3,-10.3,4.6,2006
Farm-level fruits,5,2006.0,-18.6,-7.7,4.9,2006
Farm-level fruits,6,2006.0,-16.3,-7.2,4.0,2006
Farm-level fruits,7,2006.0,-10.4,-2.3,7.5,2006
Farm-level fruits,8,2006.0,-7.1,-0.1,8.0,2006
Farm-level fruits,9,2006.0,0.2,6.3,13.8,2006
Farm-level fruits,10,2006.0,3.6,8.4,13.8,2006
Farm-level fruits,11,2006.0,6.7,9.8,13.5,2006
Farm-level fruits,12,2006.0,5.0,6.6,8.4,2006
Farm-level vegetables,7,2005.0,-16.1,-4.3,9.5,2006
Farm-level vegetables,8,2005.0,-14.6,-2.6,10.3,2006
Farm-level vegetables,9,2005.0,-14.6,-3.0,9.9,2006
Farm-level vegetables,10,2005.0,-15.2,-4.0,8.4,2006
Farm-level vegetables,11,2005.0,-14.3,-3.9,7.8,2006
Farm-level vegetables,12,2005.0,-15.3,-5.5,5.7,2006
Farm-level vegetables,1,2006.0,-16.2,-6.3,4.5,2006
Farm-level vegetables,2,2006.0,-12.8,-1.1,12.7,2006
Farm-level vegetables,3,2006.0,-12.9,-4.1,5.7,2006
Farm-level vegetables,4,2006.0,-12.9,-2.9,8.6,2006
Farm-level vegetables,5,2006.0,-8.3,-0.4,8.5,2006
Farm-level vegetables,6,2006.0,-7.9,-0.5,7.8,2006
Farm-level vegetables,7,2006.0,-7.2,-0.5,7.5,2006
Farm-level vegetables,8,2006.0,-6.4,0.5,8.8,2006
Farm-level vegetables,9,2006.0,-2.0,4.1,11.5,2006
Farm-level vegetables,10,2006.0,2.0,7.0,13.2,2006
Farm-level vegetables,11,2006.0,3.5,7.0,11.3,2006
Farm-level vegetables,12,2006.0,4.1,5.9,8.2,2006
Farm-level wheat,7,2005.0,-27.0,-0.9,36.1,2006
Farm-level wheat,8,2005.0,-27.6,-1.7,33.3,2006
Farm-level wheat,9,2005.0,-27.7,-2.5,32.5,2006
Farm-level wheat,10,2005.0,-23.3,1.9,35.9,2006
Farm-level wheat,11,2005.0,-18.7,5.8,39.2,2006
Farm-level wheat,12,2005.0,-19.9,4.0,34.6,2006
Farm-level wheat,1,2006.0,-19.7,1.6,29.5,2006
Farm-level wheat,2,2006.0,-17.6,0.9,25.6,2006
Farm-level wheat,3,2006.0,-12.1,4.7,26.5,2006
Farm-level wheat,4,2006.0,-10.1,5.0,24.0,2006
Farm-level wheat,5,2006.0,-3.1,10.3,27.1,2006
Farm-level wheat,6,2006.0,0.2,11.5,25.6,2006
Farm-level wheat,7,2006.0,1.1,10.3,21.5,2006
Farm-level wheat,8,2006.0,7.3,15.0,24.2,2006
Farm-level wheat,9,2006.0,3.7,8.9,15.0,2006
Farm-level wheat,10,2006.0,6.7,10.4,14.7,2006
Farm-level wheat,11,2006.0,11.2,13.7,16.5,2006
Farm-level wheat,12,2006.0,12.9,14.0,15.4,2006
Wholesale wheat flour,7,2005.0,-14.0,0.5,17.0,2006
Wholesale wheat flour,8,2005.0,-13.9,0.4,16.8,2006
Wholesale wheat flour,9,2005.0,-14.1,0.0,16.1,2006
Wholesale wheat flour,10,2005.0,-13.2,0.5,16.3,2006
Wholesale wheat flour,11,2005.0,-11.9,1.0,16.4,2006
Wholesale wheat flour,12,2005.0,-9.9,2.3,16.6,2006
Wholesale wheat flour,1,2006.0,-10.1,1.2,14.0,2006
Wholesale wheat flour,2,2006.0,-10.0,-0.1,11.0,2006
Wholesale wheat flour,3,2006.0,-6.0,2.7,13.0,2006
Wholesale wheat flour,4,2006.0,-5.6,1.8,10.3,2006
Wholesale wheat flour,5,2006.0,-1.2,5.5,13.1,2006
Wholesale wheat flour,6,2006.0,1.3,7.0,13.4,2006
Wholesale wheat flour,7,2006.0,3.2,7.8,13.0,2006
Wholesale wheat flour,8,2006.0,5.7,9.6,13.7,2006
Wholesale wheat flour,9,2006.0,4.6,7.3,10.2,2006
Wholesale wheat flour,10,2006.0,6.1,8.0,10.0,2006
Wholesale wheat flour,11,2006.0,8.2,9.5,10.8,2006
Wholesale wheat flour,12,2006.0,8.9,9.4,10.0,2006
